,sentence,label
581,"While one option is to keep your round open as you search for other investors, a better way could be to use ASA to get that money in ASAP, rather than keeping those investors (and their investments!) on hold while you line up all the other investors for your round.",1
7582,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,0
2730,"Matches are based on location and availability, and it’s all about getting to know each other really well before sharing the dog.",1
6117,"They offer mentoring, grants and loans.",1
3367,Mammalo is transforming the service industry by making it easy and quick for people to book the services they need,1
10867,"not that I know of, most people up here are still out of town",0
3394,Angel Investment Network was a great opportunity to gain exposure from the largest angel investment community in the world,1
2374,"In our first article we discussed some of the different fundraising methods available to you as a founder, and the impact and benefits of the SEIS / EIS schemes",1
9006,Shopping lor. Them raining mah hard 2 leave orchard.,0
9222,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,0
11477,I anything lor.,0
8717,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,0
11119,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",0
7653,Fine i miss you very much.,0
8620,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",0
11799,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0
10843,"Yeah that's what I thought, lemme know if anything's goin on later",0
4863,"If you want to convince leading professionals and eye-catching prospects to join your company in particular, you’ll need to pull out all the stops (there are plenty of startups out there, after all) — and in this post, we’re going to set out some key tips for getting the job done",1
7331,Maybe i could get book out tomo then return it immediately ..? Or something.,0
8866,Or Ì_ go buy wif him then i meet Ì_ later can?,0
5438,"Investment, Uncategorized",1
3337,Our interview with Will:,1
8263,Ok. No wahala. Just remember that a friend in need ...,0
2066,But at some stage life happens,1
3296,A complementary skill set is a winning combination in starting a business.,1
2629,"Asking about backup location and periodicity, how long would it take to relaunch the tech stack in case of failure will give you an understanding about how much the team is thinking about disaster recovery.",1
169,Olivia Sibony is CEO of SeedTribe and Head of Impact for Angel Investment Network,1
7954,Filthy stories and GIRLS waiting for your,0
12530,I think that tantrum's finished so yeah I'll be by at some point,0
6908,You’ll be doing good!,1
8687,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,0
12325,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0
11462,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,0
3599,"For decades, it was ‘value-chain companies.’ He describes them as ‘structured as a hierarchy they organized its key activities along the value chain from sourcing to design, manufacturing, marketing, and sales and were optimized on a pipeline.’",1
8713,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,0
7686,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",0
12174,Water logging in desert. Geoenvironmental implications.,0
8334,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0
2161,"Medsii provides information on side effects, drug safety alerts & recalls, and clinical trial opportunities for participation, in an engaging, patient-centric Twitter-style interface.",1
1515,"In this week’s #SixtySecondStartup, we spoke to Will Ross who is the Founder of Tendo, a skills passport for frontline workers",1
9716,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0
7284,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0
2426,"Fundraising, Investment, Trends, Uncategorized",1
7499,Dear i have reache room,0
6374,Early-stage investments are top of the list,1
11543,when you and derek done with class?,0
2098,We knew we were onto something when? ,1
11807,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,0
926,Overall the interest in dogs has surged during COVID and many more people are looking at owning them,1
2437,"I started out as a physicist, specialising in micro-optics (very, very small lenses) and measurements using light",1
9122,Do you know when the result.,0
7692,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0
11020,We have to pick rayan macleran there.,0
4935,These are scheduled on Mondays and Thursdays,1
8611,645,0
3196,"Most of our time ordinarily is spent chatting with other founders, and during this time that hasn’t changed",1
2371,Agile Funding can help you raise fast,1
2063,"And I thought if I’m working 18 hours a day, I might as well do it for myself!’",1
1869,"While solo founders can succeed a succession of speakers and participants extolled the virtues of having co-founders with complementary skill sets, such as Kathryn Tyler and Nikki Cochrane from Digital Mums who joined us in week one",1
11767,I'm not sure if its still available though,0
11575,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,0
6418,"When an ICO is started, the tokens are usually sold at a very low price making it easy for investors to buy lots of them.",1
11409,You also didnt get na hi hi hi hi hi,0
1788,"But also from those you wouldn’t expect to be in the mix, like suppliers, software developers, regulators, and even competitors",1
6489,"It’s simple enough to work systematically through each, but this can be time-consuming and, human as we are, we are all prone to mistakes and oversights.",1
5542,"With crowdfunding, you will usually be charged a commission on all the funds you raise during your campaign",1
2372,"We are delighted to welcome back Adam Blair, CCO at SeedLegals, for his second guest blog as part of our legal mini-series for start ups:",1
4310,This often creates an asymmetry and many ensuing systemic problems in the ongoing dynamics between founder and investor,1
11923,We can go 4 e normal pilates after our intro...  ,0
5885,"Nino Judge, Founder offlypop",1
5688,"When it comes to reporting on Northern Ireland’s business climate the focus has, for better or worse, been on Brexit",1
